NC_029517.1	115735891	115735892	NC_029517.1	rtracklayer	promoter	115734564	115737863	.	+	.	tx_name=XM_015856167.2;gene_id=OSR2;ID=XM_015856167.2
NC_029518.1	10166447	10166448	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166447	10166448	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166447	10166448	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166448	10166449	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166448	10166449	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166448	10166449	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166448	10166449	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166450	10166451	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166450	10166451	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166450	10166451	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166450	10166451	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166451	10166452	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166451	10166452	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166451	10166452	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166451	10166452	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166452	10166453	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166452	10166453	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166452	10166453	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166452	10166453	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166453	10166454	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166453	10166454	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166453	10166454	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166453	10166454	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166464	10166465	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166464	10166465	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166464	10166465	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166464	10166465	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166465	10166466	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166465	10166466	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166465	10166466	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166465	10166466	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166471	10166472	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166471	10166472	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166471	10166472	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166471	10166472	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166472	10166473	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166472	10166473	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166472	10166473	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166472	10166473	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166480	10166481	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166480	10166481	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166480	10166481	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166480	10166481	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166495	10166496	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166495	10166496	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166495	10166496	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166495	10166496	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166500	10166501	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166500	10166501	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166500	10166501	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166500	10166501	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029518.1	10166505	10166506	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443573.1;gene_id=SPDYA;ID=XM_032443573.1
NC_029518.1	10166505	10166506	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443574.1;gene_id=SPDYA;ID=XM_032443574.1
NC_029518.1	10166505	10166506	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443575.1;gene_id=SPDYA;ID=XM_032443575.1
NC_029518.1	10166505	10166506	NC_029518.1	rtracklayer	promoter	10165539	10168838	.	-	.	tx_name=XM_032443576.1;gene_id=SPDYA;ID=XM_032443576.1
NC_029519.1	33648131	33648132	NC_029519.1	rtracklayer	promoter	33647139	33650438	.	-	.	tx_name=XM_015861356.2;gene_id=SGMS2;ID=XM_015861356.2
NC_029519.1	33648140	33648141	NC_029519.1	rtracklayer	promoter	33647139	33650438	.	-	.	tx_name=XM_015861356.2;gene_id=SGMS2;ID=XM_015861356.2
NC_029519.1	34837029	34837030	NC_029519.1	rtracklayer	promoter	34834366	34837665	.	+	.	tx_name=XR_001554896.2;gene_id=LOC107313283;ID=XR_001554896.2
NC_029519.1	34837029	34837030	NC_029519.1	rtracklayer	promoter	34834366	34837665	.	+	.	tx_name=XR_004307183.1;gene_id=LOC107313283;ID=XR_004307183.1
NC_029519.1	34837029	34837030	NC_029519.1	rtracklayer	promoter	34836964	34840263	.	-	.	tx_name=XM_015861405.2;gene_id=SLC25A4;ID=XM_015861405.2
NC_029520.1	8233352	8233353	NC_029520.1	rtracklayer	promoter	8231047	8234346	.	+	.	tx_name=XR_004307301.1;gene_id=LOC116653459;ID=XR_004307301.1
NC_029520.1	8233352	8233353	NC_029520.1	rtracklayer	promoter	8231137	8234436	.	+	.	tx_name=rna-TRNAA-AGC-11;gene_id=TRNAA-AGC;ID=rna-TRNAA-AGC-11
NC_029520.1	8233352	8233353	NC_029520.1	rtracklayer	promoter	8232476	8235775	.	-	.	tx_name=XM_015863791.2;gene_id=PPP6R3;ID=XM_015863791.2
NC_029520.1	8233352	8233353	NC_029520.1	rtracklayer	promoter	8232476	8235775	.	-	.	tx_name=XM_032445184.1;gene_id=PPP6R3;ID=XM_032445184.1
NC_029520.1	34350317	34350318	NC_029520.1	rtracklayer	promoter	34347570	34350869	.	+	.	tx_name=XM_015865236.2;gene_id=VRTN;ID=XM_015865236.2
NC_029520.1	34350322	34350323	NC_029520.1	rtracklayer	promoter	34347570	34350869	.	+	.	tx_name=XM_015865236.2;gene_id=VRTN;ID=XM_015865236.2
NC_029520.1	34350335	34350336	NC_029520.1	rtracklayer	promoter	34347570	34350869	.	+	.	tx_name=XM_015865236.2;gene_id=VRTN;ID=XM_015865236.2
NC_029521.1	2111066	2111067	NC_029521.1	rtracklayer	promoter	2108057	2111356	.	-	.	tx_name=XM_015866066.2;gene_id=CHAT;ID=XM_015866066.2
NC_029521.1	19503157	19503158	NC_029521.1	rtracklayer	promoter	19500644	19503943	.	+	.	tx_name=XM_015867008.1;gene_id=EXOSC1;ID=XM_015867008.1
NC_029521.1	19682689	19682690	NC_029521.1	rtracklayer	promoter	19682134	19685433	.	+	.	tx_name=XM_015866955.2;gene_id=LOC107315983;ID=XM_015866955.2
NC_029521.1	19682690	19682691	NC_029521.1	rtracklayer	promoter	19682134	19685433	.	+	.	tx_name=XM_015866955.2;gene_id=LOC107315983;ID=XM_015866955.2
NC_029521.1	30969648	30969649	NC_029521.1	rtracklayer	promoter	30966480	30969779	.	+	.	tx_name=XM_015867608.2;gene_id=DPYSL4;ID=XM_015867608.2
NC_029521.1	30969648	30969649	NC_029521.1	rtracklayer	promoter	30967246	30970545	.	+	.	tx_name=XM_015867609.2;gene_id=DPYSL4;ID=XM_015867609.2
NC_029521.1	30969709	30969710	NC_029521.1	rtracklayer	promoter	30966480	30969779	.	+	.	tx_name=XM_015867608.2;gene_id=DPYSL4;ID=XM_015867608.2
NC_029521.1	30969709	30969710	NC_029521.1	rtracklayer	promoter	30967246	30970545	.	+	.	tx_name=XM_015867609.2;gene_id=DPYSL4;ID=XM_015867609.2
NC_029522.1	14547984	14547985	NC_029522.1	rtracklayer	promoter	14546539	14549838	.	+	.	tx_name=XM_015868388.2;gene_id=EVX2;ID=XM_015868388.2
NC_029522.1	14547984	14547985	NC_029522.1	rtracklayer	promoter	14547703	14551002	.	-	.	tx_name=XM_015868392.2;gene_id=HOXD13;ID=XM_015868392.2
NC_029522.1	14547994	14547995	NC_029522.1	rtracklayer	promoter	14546539	14549838	.	+	.	tx_name=XM_015868388.2;gene_id=EVX2;ID=XM_015868388.2
NC_029522.1	14547994	14547995	NC_029522.1	rtracklayer	promoter	14547703	14551002	.	-	.	tx_name=XM_015868392.2;gene_id=HOXD13;ID=XM_015868392.2
NC_029523.1	18188807	18188808	NC_029523.1	rtracklayer	promoter	18188581	18191880	.	-	.	tx_name=XM_032446428.1;gene_id=ERI3;ID=XM_032446428.1
NC_029523.1	18743337	18743338	NC_029523.1	rtracklayer	promoter	18741871	18745170	.	-	.	tx_name=XR_004308138.1;gene_id=LOC107317444;ID=XR_004308138.1
NC_029523.1	18743338	18743339	NC_029523.1	rtracklayer	promoter	18741871	18745170	.	-	.	tx_name=XR_004308138.1;gene_id=LOC107317444;ID=XR_004308138.1
NC_029525.1	7724574	7724575	NC_029525.1	rtracklayer	promoter	7723494	7726793	.	+	.	tx_name=XM_032446949.1;gene_id=MYO5C;ID=XM_032446949.1
NC_029525.1	11605974	11605975	NC_029525.1	rtracklayer	promoter	11604353	11607652	.	+	.	tx_name=XM_015873094.2;gene_id=POLG;ID=XM_015873094.2
NC_029525.1	18139032	18139033	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139032	18139033	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139032	18139033	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139042	18139043	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139042	18139043	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139042	18139043	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139078	18139079	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139078	18139079	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139078	18139079	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139086	18139087	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139086	18139087	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139086	18139087	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139116	18139117	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139116	18139117	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139116	18139117	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139126	18139127	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139126	18139127	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139126	18139127	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139132	18139133	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139132	18139133	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139132	18139133	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139138	18139139	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139138	18139139	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139138	18139139	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18139158	18139159	NC_029525.1	rtracklayer	promoter	18138709	18142008	.	-	.	tx_name=XM_015873460.2;gene_id=LOC107318991;ID=XM_015873460.2
NC_029525.1	18139158	18139159	NC_029525.1	rtracklayer	promoter	18136047	18139346	.	+	.	tx_name=XM_015873459.2;gene_id=LOC107318989;ID=XM_015873459.2
NC_029525.1	18139158	18139159	NC_029525.1	rtracklayer	promoter	18136142	18139441	.	-	.	tx_name=XM_032446875.1;gene_id=LOC107318988;ID=XM_032446875.1
NC_029525.1	18179032	18179033	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179033	18179034	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179046	18179047	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179047	18179048	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179048	18179049	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179049	18179050	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179055	18179056	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179056	18179057	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179057	18179058	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179058	18179059	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179065	18179066	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179066	18179067	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179070	18179071	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179071	18179072	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179073	18179074	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179074	18179075	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179078	18179079	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179079	18179080	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179086	18179087	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179087	18179088	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179095	18179096	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179096	18179097	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179109	18179110	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179110	18179111	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179111	18179112	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179112	18179113	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179117	18179118	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179118	18179119	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179124	18179125	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179125	18179126	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
NC_029525.1	18179130	18179131	NC_029525.1	rtracklayer	promoter	18176361	18179660	.	+	.	tx_name=XM_015873472.2;gene_id=SEMA4B;ID=XM_015873472.2
