chrom	start	end	p-value
NC_029516.1	2704562	2704563	0.641073247445482
NC_029516.1	2704583	2704584	0.549775669443115
NC_029516.1	2704628	2704629	0.762654922572907
NC_029516.1	2704649	2704650	0.933071959737636
NC_029516.1	2931445	2931446	0.547860358976722
NC_029516.1	2947284	2947285	0.668659889231873
NC_029516.1	2947307	2947308	0.93348234166667
NC_029516.1	2947348	2947349	0.988712230420323
NC_029516.1	2947484	2947485	0.898497968799376
NC_029516.1	3168870	3168871	0.689704607915979
NC_029516.1	3614319	3614320	0.695041994698538
NC_029516.1	3805384	3805385	0.785830659812557
NC_029516.1	3805404	3805405	0.115980579777261
NC_029516.1	3805405	3805406	0.770588696360745
NC_029516.1	3805436	3805437	0.0124320585403696
NC_029516.1	3805437	3805438	0.223161940712939
NC_029516.1	3832420	3832421	0.564048466375376
NC_029516.1	3840253	3840254	0.0670745910983313
NC_029516.1	3840263	3840264	0.00213416611547004
NC_029516.1	3840274	3840275	0.00751361971771435
NC_029516.1	3840293	3840294	0.00375941146606387
NC_029516.1	3840349	3840350	0.0212560386194952
NC_029516.1	3840433	3840434	0.472219386368697
NC_029516.1	3840457	3840458	0.0181734975475727
NC_029516.1	4406763	4406764	0.510216220680414
NC_029516.1	4675231	4675232	0.51484561766985
NC_029516.1	5954661	5954662	0.0865581505006065
NC_029516.1	5954703	5954704	0.774314436940351
NC_029516.1	6253415	6253416	0.884641694398569
NC_029516.1	6253432	6253433	0.760287903903249
NC_029516.1	6253437	6253438	0.761455209759474
NC_029516.1	6253443	6253444	0.200262903542811
NC_029516.1	6253444	6253445	0.229861744067066
NC_029516.1	6253453	6253454	0.688659820710997
NC_029516.1	6253454	6253455	0.278256319191019
NC_029516.1	6253455	6253456	0.313262852306132
NC_029516.1	6253456	6253457	0.247083420803428
NC_029516.1	6253464	6253465	0.980495646431792
NC_029516.1	6253465	6253466	0.365552401794035
NC_029516.1	6253469	6253470	0.992280013686981
NC_029516.1	6253470	6253471	0.193113782836285
NC_029516.1	6253482	6253483	0.447549111499849
NC_029516.1	6253483	6253484	0.245384716947321
NC_029516.1	6253492	6253493	0.869278651034981
NC_029516.1	6253493	6253494	0.599156493151233
NC_029516.1	6253495	6253496	0.646616625486855
NC_029516.1	6253496	6253497	0.263238763826351
NC_029516.1	6253503	6253504	0.885930498806335
NC_029516.1	6253504	6253505	0.372434309098999
NC_029516.1	6253514	6253515	0.593038320664313
NC_029516.1	6253515	6253516	0.109037478083787
NC_029516.1	6253523	6253524	0.0308822888125092
NC_029516.1	6253544	6253545	0.0361426888975377
NC_029516.1	6253564	6253565	0.322656354947475
NC_029516.1	6253599	6253600	0.208269874224753
NC_029516.1	6253602	6253603	0.563483757792146
NC_029516.1	6253612	6253613	0.270725815512105
NC_029516.1	6253632	6253633	0.855311905466395
NC_029516.1	6253646	6253647	0.949383448491761
NC_029516.1	6253652	6253653	0.441452852089875
NC_029516.1	6253667	6253668	0.476093404042056
NC_029516.1	6253673	6253674	0.269907479528048
NC_029516.1	6253675	6253676	0.414948870821951
NC_029516.1	6253680	6253681	0.46118626368784
NC_029516.1	6253739	6253740	0.314564322050196
NC_029516.1	6373223	6373224	0.0292986018736961
NC_029516.1	6377547	6377548	0.200477961233951
NC_029516.1	6377591	6377592	0.0529281146113259
NC_029516.1	6377596	6377597	0.531226778414121
NC_029516.1	6377600	6377601	0.0457776291080789
NC_029516.1	6377620	6377621	0.0762007411108998
NC_029516.1	6377639	6377640	0.120398790415482
NC_029516.1	6658090	6658091	0.358610846339695
NC_029516.1	7438099	7438100	0.357620716589319
NC_029516.1	7521706	7521707	0.382538374962699
NC_029516.1	7521725	7521726	0.223980725447022
NC_029516.1	7521726	7521727	0.434228081796934
NC_029516.1	7521779	7521780	0.432085193829749
NC_029516.1	8735940	8735941	0.860491020517986
NC_029516.1	8736059	8736060	0.0794444260332785
NC_029516.1	11204359	11204360	0.702654263764472
NC_029516.1	11204455	11204456	0.552607632927884
NC_029516.1	11255186	11255187	0.790369645742664
NC_029516.1	11602604	11602605	0.0733974884184083
NC_029516.1	11658694	11658695	0.964851157562583
NC_029516.1	12332149	12332150	0.478769653537711
NC_029516.1	12332150	12332151	0.525106933174551
NC_029516.1	12332196	12332197	0.615042408246907
NC_029516.1	12332245	12332246	0.295607268657378
NC_029516.1	12332378	12332379	0.644910665641238
NC_029516.1	12425814	12425815	0.210669505195896
NC_029516.1	12426132	12426133	0.0366583698266736
NC_029516.1	12426384	12426385	0.945983215017692
NC_029516.1	12431239	12431240	0.921443337200663
NC_029516.1	12431260	12431261	0.868148386038172
NC_029516.1	12771694	12771695	0.170660818675862
NC_029516.1	12932621	12932622	0.744288294113222
NC_029516.1	12983694	12983695	0.732797267839701
NC_029516.1	13384533	13384534	0.0818458375182917
NC_029516.1	13384583	13384584	0.869830482955909
NC_029516.1	13384584	13384585	0.772846971233522
NC_029516.1	13384586	13384587	0.746313421218101
NC_029516.1	13384601	13384602	0.911054695474224
NC_029516.1	13384607	13384608	0.522500099473759
NC_029516.1	13384630	13384631	0.371145748151629
NC_029516.1	13384631	13384632	0.138687990403909
NC_029516.1	13384646	13384647	0.81372450215892
NC_029516.1	13384647	13384648	0.694859254359837
NC_029516.1	13384662	13384663	0.84581280911298
NC_029516.1	13384663	13384664	0.153184803004821
NC_029516.1	13384687	13384688	0.962918937126714
NC_029516.1	13384703	13384704	0.0047334501827989
NC_029516.1	13385019	13385020	0.822936585243619
NC_029516.1	13385025	13385026	0.795675228561984
NC_029516.1	13385026	13385027	0.715537316651712
NC_029516.1	13385034	13385035	0.0364756481253385
NC_029516.1	13385035	13385036	0.529306877210277
NC_029516.1	13386085	13386086	0.0459383297735352
NC_029516.1	13386136	13386137	0.439994775589354
NC_029516.1	13386152	13386153	0.122957318525004
NC_029516.1	13386340	13386341	0.576805457630604
NC_029516.1	13386393	13386394	0.360103155605212
NC_029516.1	13386397	13386398	0.305960879665656
NC_029516.1	13386407	13386408	0.633639939717436
NC_029516.1	13386425	13386426	0.816490906637028
NC_029516.1	13403823	13403824	0.678839320938805
NC_029516.1	13403946	13403947	0.0456582038922017
NC_029516.1	13823684	13823685	0.0673970898299207
NC_029516.1	13823705	13823706	0.231393578498511
NC_029516.1	13823746	13823747	0.56178834926428
NC_029516.1	13823747	13823748	0.155357583329214
NC_029516.1	14210869	14210870	0.405156173373086
NC_029516.1	14210888	14210889	0.0575145759534464
NC_029516.1	14211793	14211794	0.0495043752627153
NC_029516.1	14211866	14211867	0.18440865802216
NC_029516.1	14212064	14212065	0.00190909004331498
NC_029516.1	14212072	14212073	0.257536072703713
NC_029516.1	14212076	14212077	0.517164137506445
NC_029516.1	14212079	14212080	0.756375852426071
NC_029516.1	14212086	14212087	0.0992689510071939
NC_029516.1	14212101	14212102	0.81833678652441
NC_029516.1	14309510	14309511	0.757190497328643
NC_029516.1	14390127	14390128	0.000805865007159076
NC_029516.1	14991769	14991770	0.324906692223934
NC_029516.1	15276890	15276891	0.821127007636198
NC_029516.1	15380263	15380264	0.587681846364775
NC_029516.1	15380268	15380269	0.631816076743323
NC_029516.1	15380272	15380273	0.0300680721374878
NC_029516.1	15770919	15770920	0.611550587823465
NC_029516.1	17941404	17941405	0.751804373400425
NC_029516.1	17941615	17941616	0.657859027184002
NC_029516.1	17941616	17941617	0.420389159116157
NC_029516.1	17941656	17941657	0.743170092823859
NC_029516.1	17941680	17941681	0.734809326540985
NC_029516.1	17941681	17941682	0.497713710720539
NC_029516.1	17941756	17941757	0.797618268071909
NC_029516.1	17941777	17941778	0.857872570400258
NC_029516.1	17989581	17989582	0.835935565658674
NC_029516.1	18027525	18027526	0.304153093762668
NC_029516.1	18027541	18027542	0.560171350055011
NC_029516.1	18027577	18027578	0.261550456857852
NC_029516.1	18027581	18027582	0.460901213158523
NC_029516.1	18027592	18027593	0.469740683984247
NC_029516.1	18027593	18027594	0.964009326175753
NC_029516.1	18027598	18027599	0.820372937061066
NC_029516.1	18027599	18027600	0.942066839702048
NC_029516.1	18027601	18027602	0.412069308186019
NC_029516.1	18027602	18027603	0.6558855269877
NC_029516.1	18027607	18027608	0.754131714337671
NC_029516.1	18027608	18027609	0.807279146811571
NC_029516.1	18027621	18027622	0.568297047643661
NC_029516.1	18027622	18027623	0.529185623626729
NC_029516.1	18027634	18027635	0.700493432766664
NC_029516.1	18027643	18027644	0.752045605686067
NC_029516.1	18027647	18027648	0.806098720411617
NC_029516.1	18027658	18027659	0.885007628413239
NC_029516.1	18027669	18027670	0.83828941315809
NC_029516.1	18027672	18027673	0.957834783875751
NC_029516.1	18027681	18027682	0.498733123428925
NC_029516.1	18027683	18027684	0.253249794137131
NC_029516.1	18027692	18027693	0.908148674263211
NC_029516.1	18027703	18027704	0.325455168813541
NC_029516.1	18027721	18027722	0.198440543962734
NC_029516.1	18027729	18027730	0.600706226517192
NC_029516.1	18027739	18027740	0.364875997873402
NC_029516.1	18027741	18027742	0.341468494300003
NC_029516.1	18027748	18027749	0.167523383046315
NC_029516.1	18027754	18027755	0.556758388636244
NC_029516.1	18027757	18027758	0.955342744087599
NC_029516.1	18027784	18027785	0.808585379138218
NC_029516.1	18027790	18027791	0.0238564474639739
NC_029516.1	18027826	18027827	0.335757914871593
NC_029516.1	18027835	18027836	0.740966783021821
NC_029516.1	18027842	18027843	0.620895342003671
NC_029516.1	18027848	18027849	0.869767387625058
NC_029516.1	18027867	18027868	0.224155962929302
NC_029516.1	18027886	18027887	0.36631034495111
NC_029516.1	18027889	18027890	0.550578757139278
NC_029516.1	18027908	18027909	0.96472957940158
NC_029516.1	18027911	18027912	0.65359046942061
NC_029516.1	18028096	18028097	0.69940129033246
NC_029516.1	18028099	18028100	0.666896691151975
NC_029516.1	18028107	18028108	0.855437647421499
NC_029516.1	18028126	18028127	0.658868355760472
NC_029516.1	18028131	18028132	0.806539409198726
NC_029516.1	18028133	18028134	0.988816976672096
NC_029516.1	18028141	18028142	0.721194223487287
NC_029516.1	18028149	18028150	0.609782002813052
NC_029516.1	18028157	18028158	0.94841091636046
NC_029516.1	18039794	18039795	0.901686787369627
NC_029516.1	18077564	18077565	0.0152059415663615
NC_029516.1	18077600	18077601	0.0616869874035075
NC_029516.1	18102017	18102018	0.742748125973794
NC_029516.1	18102018	18102019	0.9306875264526
NC_029516.1	18707105	18707106	0.430207341406445
NC_029516.1	18707106	18707107	0.584141321805821
NC_029516.1	19328269	19328270	0.52386126487736
NC_029516.1	19482318	19482319	0.816722561410159
NC_029516.1	19482386	19482387	0.219268458444811
NC_029516.1	19482387	19482388	0.465821081242398
NC_029516.1	19482396	19482397	0.568329321904811
NC_029516.1	19482397	19482398	0.418608197658749
NC_029516.1	19510071	19510072	0.126388813258605
NC_029516.1	19512355	19512356	0.260693962110686
NC_029516.1	19512368	19512369	0.389472682649334
NC_029516.1	19514844	19514845	0.739553833072414
NC_029516.1	19514859	19514860	0.0493786829887408
NC_029516.1	19516420	19516421	0.753492018045368
NC_029516.1	19516421	19516422	0.806661630764733
NC_029516.1	19516430	19516431	0.148787704959808
NC_029516.1	19516431	19516432	0.27989046437251
NC_029516.1	19704606	19704607	0.588865921321682
NC_029516.1	20439809	20439810	0.702563925799532
NC_029516.1	20439812	20439813	0.272353251966707
NC_029516.1	20439850	20439851	0.0638736673861314
NC_029516.1	20439870	20439871	0.0661228068010852
NC_029516.1	21843840	21843841	0.0204071324050795
NC_029516.1	21843894	21843895	0.631730598052662
NC_029516.1	21843926	21843927	0.166158645717717
NC_029516.1	21843930	21843931	0.191649461574106
NC_029516.1	21843937	21843938	0.285068667499207
NC_029516.1	21843940	21843941	0.724171590013946
NC_029516.1	21843964	21843965	0.210852751415988
NC_029516.1	21843972	21843973	0.177252803212946
NC_029516.1	21843975	21843976	0.292836029614344
NC_029516.1	21843976	21843977	0.0611928346958824
NC_029516.1	21843979	21843980	0.409958040144498
NC_029516.1	21844062	21844063	0.998091594656047
NC_029516.1	21973810	21973811	0.69620626130322
NC_029516.1	21973885	21973886	0.563598556410808
NC_029516.1	22126392	22126393	0.000442616579006772
NC_029516.1	22141609	22141610	0.626431276331461
NC_029516.1	22141616	22141617	0.175629105676765
NC_029516.1	22141619	22141620	0.0679660270885619
NC_029516.1	22141644	22141645	0.343765102324686
NC_029516.1	22141647	22141648	0.732960803958692
NC_029516.1	22141650	22141651	0.9470804208691
NC_029516.1	22141671	22141672	0.130613497711232
NC_029516.1	22141673	22141674	0.710147767155245
NC_029516.1	22177620	22177621	0.877569663968456
NC_029516.1	22177629	22177630	0.260129238373303
NC_029516.1	22177643	22177644	0.0858882147538655
NC_029516.1	22177653	22177654	0.598499784986364
NC_029516.1	22177662	22177663	0.931509335535148
NC_029516.1	22177670	22177671	0.604241447177835
NC_029516.1	22177674	22177675	0.49785387779988
NC_029516.1	22177676	22177677	0.728216657749065
NC_029516.1	22177686	22177687	0.971222961063886
NC_029516.1	22177697	22177698	0.300169359374323
NC_029516.1	22177702	22177703	0.984130642754138
NC_029516.1	22177710	22177711	0.655533743768468
NC_029516.1	22299708	22299709	0.583288571062317
NC_029516.1	22299739	22299740	0.0143519490663814
NC_029516.1	22299751	22299752	0.496675038029141
NC_029516.1	22299758	22299759	0.799598970355603
NC_029516.1	22442371	22442372	0.132628936620944
NC_029516.1	22502167	22502168	0.358197875729051
NC_029516.1	22502214	22502215	0.411488949407478
NC_029516.1	22502222	22502223	0.755304570973472
NC_029516.1	22502228	22502229	0.790589791880461
NC_029516.1	22502238	22502239	0.691830894802032
NC_029516.1	22502250	22502251	0.287544814271828
NC_029516.1	22548645	22548646	0.655410547189378
NC_029516.1	22548690	22548691	0.444775374493975
NC_029516.1	22983421	22983422	0.146802083738583
NC_029516.1	22988624	22988625	0.619785600701108
NC_029516.1	22988625	22988626	0.263535944713462
NC_029516.1	22988671	22988672	0.851041337649892
NC_029516.1	23496420	23496421	0.549569278380972
NC_029516.1	23690447	23690448	0.0686098148507629
NC_029516.1	23690452	23690453	0.12237681345715
NC_029516.1	23694130	23694131	0.508958719706525
NC_029516.1	23694159	23694160	0.0795570991035946
NC_029516.1	23694744	23694745	0.13414239663504
NC_029516.1	23694768	23694769	0.8956192971636
NC_029516.1	23714282	23714283	0.505222887037792
NC_029516.1	23714292	23714293	0.962574635360472
NC_029516.1	25456690	25456691	0.447421149793005
NC_029516.1	26237131	26237132	0.995138733888501
NC_029516.1	26237140	26237141	0.319735576753906
NC_029516.1	26237141	26237142	0.307170169055787
NC_029516.1	26237144	26237145	0.645515251433205
NC_029516.1	26237145	26237146	0.851446757522706
NC_029516.1	26237149	26237150	0.73303524162076
NC_029516.1	26237150	26237151	0.395190432165118
NC_029516.1	26237157	26237158	0.318744843356528
NC_029516.1	26237158	26237159	0.474522892172366
NC_029516.1	26237160	26237161	0.594878355586725
NC_029516.1	26237161	26237162	0.881177215141049
NC_029516.1	26237165	26237166	0.406897763350953
NC_029516.1	26237166	26237167	0.728035607977115
NC_029516.1	26237169	26237170	0.738280349057715
NC_029516.1	26237170	26237171	0.515234297584235
NC_029516.1	26237186	26237187	0.412375349962762
NC_029516.1	26237187	26237188	0.799951126300515
NC_029516.1	26237206	26237207	0.558181325905019
NC_029516.1	26237207	26237208	0.581438601041725
NC_029516.1	26237211	26237212	0.820941478713728
NC_029516.1	26237212	26237213	0.537606579031023
NC_029516.1	26237216	26237217	0.993814024630563
NC_029516.1	26237217	26237218	0.604373055776741
NC_029516.1	26237238	26237239	0.804877737391959
NC_029516.1	26237239	26237240	0.809863226002606
NC_029516.1	26237248	26237249	0.708546296823034
NC_029516.1	26364095	26364096	0.101069845421587
NC_029516.1	26364115	26364116	0.0731143865265878
NC_029516.1	26364124	26364125	0.043686126693462
NC_029516.1	26364134	26364135	0.263733386031317
NC_029516.1	26364163	26364164	0.133090112416133
NC_029516.1	26861979	26861980	0.949981101124059
NC_029516.1	26862575	26862576	0.426123851408029
NC_029516.1	26873287	26873288	0.13522894571993
NC_029516.1	27093753	27093754	0.989343249441029
NC_029516.1	27193026	27193027	0.81729240078899
NC_029516.1	27812346	27812347	0.293498148842975
NC_029516.1	27812419	27812420	0.780096998074529
NC_029516.1	27825774	27825775	0.322621674884061
NC_029516.1	28066226	28066227	0.403409271022259
NC_029516.1	28066231	28066232	0.29233666002635
NC_029516.1	28138989	28138990	0.142091672414584
NC_029516.1	28139070	28139071	0.613053530507628
NC_029516.1	28139300	28139301	0.804421167470784
NC_029516.1	28139305	28139306	0.634514981792306
NC_029516.1	28139309	28139310	0.659844416155089
NC_029516.1	28139311	28139312	0.971380254151583
NC_029516.1	28139317	28139318	0.250242852235162
NC_029516.1	28139327	28139328	0.740983375482914
NC_029516.1	30278474	30278475	0.803409840946915
NC_029516.1	30562513	30562514	0.739485478444008
NC_029516.1	30613953	30613954	0.169733615394513
NC_029516.1	30613957	30613958	0.165232074788538
NC_029516.1	30613986	30613987	0.64823409677862
NC_029516.1	30613996	30613997	0.993398126936321
NC_029516.1	30614020	30614021	0.611438587382142
NC_029516.1	30868393	30868394	0.485241036774432
NC_029516.1	31019875	31019876	0.552662416454991
NC_029516.1	31066235	31066236	0.974598269709302
NC_029516.1	31160825	31160826	0.050617588878736
NC_029516.1	31160915	31160916	0.28250058122333
NC_029516.1	31189566	31189567	0.562578928189137
NC_029516.1	31217074	31217075	0.795135383588423
NC_029516.1	31460192	31460193	0.124358535166027
NC_029516.1	31680375	31680376	0.00460534759195534
NC_029516.1	31680404	31680405	0.205528673230716
NC_029516.1	31930933	31930934	0.749357145097767
NC_029516.1	32070445	32070446	0.478910898922301
NC_029516.1	32362687	32362688	0.702247931530186
NC_029516.1	33601558	33601559	0.859067024572331
NC_029516.1	34221773	34221774	0.29163405355325
NC_029516.1	34221811	34221812	0.732847713799581
NC_029516.1	34221847	34221848	0.0894786127016076
NC_029516.1	34221848	34221849	0.450051908125167
NC_029516.1	34221853	34221854	0.900830849970303
NC_029516.1	34222224	34222225	0.167579535018237
NC_029516.1	34687613	34687614	0.358514158003705
NC_029516.1	34687669	34687670	0.308807838328858
NC_029516.1	34826664	34826665	0.09599099279076
NC_029516.1	34826739	34826740	0.493018083760945
NC_029516.1	35213145	35213146	0.460267726000601
NC_029516.1	35213192	35213193	0.0395594467285029
NC_029516.1	35213402	35213403	0.635221351201801
NC_029516.1	36351644	36351645	0.704041071405698
NC_029516.1	36351819	36351820	0.939210672253771
NC_029516.1	36354124	36354125	0.93349964774784
NC_029516.1	36354130	36354131	0.151666406790366
NC_029516.1	36354132	36354133	0.662712796627297
NC_029516.1	36355964	36355965	0.863194856033659
NC_029516.1	36356243	36356244	0.948650143567833
NC_029516.1	36356259	36356260	0.889119592701069
NC_029516.1	36356289	36356290	0.156946800484426
NC_029516.1	36356292	36356293	0.617711955154753
NC_029516.1	36356294	36356295	0.48419586408832
NC_029516.1	36356338	36356339	0.910078480014251
NC_029516.1	36357191	36357192	0.411614646238174
NC_029516.1	36357204	36357205	0.0881750581571995
NC_029516.1	37184007	37184008	0.905105788722598
NC_029516.1	37184010	37184011	0.892218184720596
NC_029516.1	38051698	38051699	0.960419641184379
NC_029516.1	38051946	38051947	0.073988981181726
NC_029516.1	38051977	38051978	0.0056227373677845
NC_029516.1	38054279	38054280	0.769717450978574
NC_029516.1	38054280	38054281	0.993377407415138
NC_029516.1	39742275	39742276	0.647031020820335
NC_029516.1	39742302	39742303	0.927799327041328
NC_029516.1	40440377	40440378	0.579167921853869
NC_029516.1	40711890	40711891	0.298730815623433
NC_029516.1	40889188	40889189	0.703672023994167
NC_029516.1	40889419	40889420	0.35650779394713
NC_029516.1	40889428	40889429	0.261399616413558
NC_029516.1	40889439	40889440	0.112541540919194
NC_029516.1	41001403	41001404	0.772787559312266
NC_029516.1	41001596	41001597	0.316571987476639
NC_029516.1	41185377	41185378	0.604770112171549
NC_029516.1	41370084	41370085	0.368118201090885
NC_029516.1	41370089	41370090	0.292596163107877
NC_029516.1	41525030	41525031	0.746599066785802
NC_029516.1	41525045	41525046	0.0654249767844228
NC_029516.1	41525054	41525055	0.407315168097879
NC_029516.1	41525087	41525088	0.167975450279478
NC_029516.1	41525096	41525097	0.97467812490241
NC_029516.1	41534785	41534786	0.169026792246377
NC_029516.1	41534804	41534805	0.415846074754553
NC_029516.1	41573911	41573912	0.388365213457715
NC_029516.1	41573953	41573954	0.39077219915559
NC_029516.1	41657306	41657307	0.78992031574753
NC_029516.1	41673486	41673487	0.369039639260376
NC_029516.1	41673537	41673538	0.675505572807161
NC_029516.1	42637521	42637522	0.48641703922698
NC_029516.1	42637532	42637533	0.577137010494041
NC_029516.1	43559254	43559255	0.701344549471764
NC_029516.1	43603874	43603875	0.899538023433904
NC_029516.1	43624669	43624670	0.422540764291658
NC_029516.1	43645832	43645833	0.599324290260542
NC_029516.1	43645833	43645834	0.292341169759181
NC_029516.1	43645840	43645841	0.783515532090249
NC_029516.1	43645842	43645843	0.762992684544903
NC_029516.1	43645861	43645862	0.802871013736186
NC_029516.1	43837427	43837428	0.068586269642433
NC_029516.1	43837532	43837533	0.408886953237294
NC_029516.1	43837571	43837572	0.377335600357209
NC_029516.1	43874733	43874734	0.209299438998219
NC_029516.1	43874772	43874773	0.909995280803792
NC_029516.1	43874806	43874807	0.722327817834605
NC_029516.1	43874868	43874869	0.394103708678466
