chrom	start	end	p-value
NC_029516.1	296118	296119	0.79513427823
NC_029516.1	296641	296642	0.13442315580206
NC_029516.1	296737	296738	0.428989828024404
NC_029516.1	296863	296864	0.492731468484748
NC_029516.1	296932	296933	0.593070493095591
NC_029516.1	296945	296946	0.71041025975932
NC_029516.1	296957	296958	0.479383138986821
NC_029516.1	297368	297369	0.231283928790459
NC_029516.1	297372	297373	0.0766041853280888
NC_029516.1	297388	297389	0.0904846130850732
NC_029516.1	297414	297415	0.479659324387193
NC_029516.1	297416	297417	0.552016367205755
NC_029516.1	297426	297427	0.857706596884865
NC_029516.1	297431	297432	0.176075920212564
NC_029516.1	297437	297438	0.291737577020545
NC_029516.1	297447	297448	0.310873087447884
NC_029516.1	299509	299510	0.167971693937477
NC_029516.1	299521	299522	0.866769877493208
NC_029516.1	299536	299537	0.618015158737312
NC_029516.1	299547	299548	0.13236440257526
NC_029516.1	299590	299591	0.527511062846841
NC_029516.1	299608	299609	0.110082796755203
NC_029516.1	388434	388435	0.196828424508506
NC_029516.1	398842	398843	0.442900422172188
NC_029516.1	398859	398860	0.863934332648634
NC_029516.1	398875	398876	0.388944857200081
NC_029516.1	398889	398890	0.072115315705687
NC_029516.1	398892	398893	0.964928257185457
NC_029516.1	399166	399167	0.1639521401115
NC_029516.1	399179	399180	0.148700532712797
NC_029516.1	399189	399190	0.309729641790225
NC_029516.1	399195	399196	0.426806115734908
NC_029516.1	399215	399216	0.860601119281719
NC_029516.1	399219	399220	0.102252826687431
NC_029516.1	399227	399228	0.138552707303942
NC_029516.1	399232	399233	0.180970988372786
NC_029516.1	399237	399238	0.473595144767657
NC_029516.1	399245	399246	0.905453650156247
NC_029516.1	399250	399251	0.0866322110579695
NC_029516.1	406136	406137	0.440534324888499
NC_029516.1	406176	406177	0.0834862733486954
NC_029516.1	425187	425188	0.780543911225838
NC_029516.1	425524	425525	0.494249435344092
NC_029516.1	435304	435305	0.105269003546691
NC_029516.1	435364	435365	0.285490637388818
NC_029516.1	435800	435801	0.0417720543173462
NC_029516.1	435818	435819	0.765047478116589
NC_029516.1	435821	435822	0.321866689829651
NC_029516.1	435827	435828	0.889580166130285
NC_029516.1	435833	435834	0.0786979655205382
NC_029516.1	435854	435855	0.586236428187821
NC_029516.1	437049	437050	0.336627599647239
NC_029516.1	437061	437062	0.0250876856563707
NC_029516.1	437066	437067	0.526323803440654
NC_029516.1	437079	437080	0.0860352651637112
NC_029516.1	437092	437093	0.320686981641193
NC_029516.1	437096	437097	0.897006312063522
NC_029516.1	437106	437107	0.324589636574112
NC_029516.1	437124	437125	0.239081465071221
NC_029516.1	437129	437130	0.0838627226887596
NC_029516.1	437147	437148	0.220767213710775
NC_029516.1	437149	437150	0.358601176361293
NC_029516.1	437178	437179	0.211298651860216
NC_029516.1	440652	440653	0.803530639156443
NC_029516.1	440655	440656	0.453711593472319
NC_029516.1	440686	440687	0.893998805482835
NC_029516.1	440687	440688	0.459938220616662
NC_029516.1	440696	440697	0.633834461954141
NC_029516.1	440709	440710	0.0668997489204931
NC_029516.1	440731	440732	0.0520798133925789
NC_029516.1	440752	440753	0.836664558377784
NC_029516.1	440968	440969	0.123810134684647
NC_029516.1	440969	440970	0.485007184939354
NC_029516.1	440973	440974	0.0768262920621452
NC_029516.1	440974	440975	0.69843477240798
NC_029516.1	441013	441014	0.384597900986566
NC_029516.1	441014	441015	0.780842358224868
NC_029516.1	441017	441018	0.286290127871009
NC_029516.1	441025	441026	0.772700450225284
NC_029516.1	441026	441027	0.346336476064532
NC_029516.1	441062	441063	0.912009817203123
NC_029516.1	441063	441064	0.300126702608025
NC_029516.1	441131	441132	0.484364959012131
NC_029516.1	441150	441151	0.490104952980599
NC_029516.1	441402	441403	0.649153704194166
NC_029516.1	442911	442912	0.0446630961415573
NC_029516.1	442914	442915	0.0720579240981479
NC_029516.1	442917	442918	0.301659119304076
NC_029516.1	442948	442949	0.555594877486006
NC_029516.1	442968	442969	0.170653222933477
NC_029516.1	443005	443006	0.31828814734046
NC_029516.1	445453	445454	0.191646259844836
NC_029516.1	445481	445482	0.0485927853154856
NC_029516.1	454515	454516	0.554660952369099
NC_029516.1	454539	454540	0.40730106408564
NC_029516.1	454543	454544	0.457881052672567
NC_029516.1	454544	454545	0.214329310254574
NC_029516.1	454561	454562	0.976788510774139
NC_029516.1	454562	454563	0.589050111883844
NC_029516.1	454565	454566	0.0229818181788839
NC_029516.1	454585	454586	0.137470360744644
NC_029516.1	454586	454587	0.186304179275553
NC_029516.1	454603	454604	0.521991728679328
NC_029516.1	454604	454605	0.814720283017755
NC_029516.1	454615	454616	0.1151345373274
NC_029516.1	454642	454643	0.1297832222365
NC_029516.1	457457	457458	0.173492883282665
NC_029516.1	458050	458051	0.603381097668872
NC_029516.1	458157	458158	0.454039826491012
NC_029516.1	458184	458185	0.88868579938687
NC_029516.1	458185	458186	0.921305342718877
NC_029516.1	458190	458191	0.580405109200915
NC_029516.1	458193	458194	0.414616915300998
NC_029516.1	458200	458201	0.3318344825284
NC_029516.1	458228	458229	0.347299485562104
NC_029516.1	458229	458230	0.844210650681042
NC_029516.1	458255	458256	0.991164052916945
NC_029516.1	458262	458263	0.223338970787705
NC_029516.1	459547	459548	0.373890796600423
NC_029516.1	459578	459579	0.981230571154189
NC_029516.1	459584	459585	0.622917548729611
NC_029516.1	459588	459589	0.634675912836061
NC_029516.1	459602	459603	0.542135925366544
NC_029516.1	459607	459608	0.0874844579765585
NC_029516.1	459633	459634	0.107977513861984
NC_029516.1	459634	459635	0.616447141404702
NC_029516.1	460183	460184	0.231075133254851
NC_029516.1	460198	460199	0.878124170732101
NC_029516.1	460204	460205	0.150368107321479
NC_029516.1	460231	460232	0.763328465358756
NC_029516.1	460261	460262	0.306369639906073
NC_029516.1	460274	460275	0.779372934525794
NC_029516.1	460759	460760	0.344177784445681
NC_029516.1	460826	460827	0.136418385733786
NC_029516.1	461697	461698	0.310953704585175
NC_029516.1	461744	461745	0.0929492259915221
NC_029516.1	461771	461772	0.879620829397894
NC_029516.1	461792	461793	0.400051678897964
NC_029516.1	468960	468961	0.363020445566063
NC_029516.1	468980	468981	0.729842974918662
NC_029516.1	469049	469050	0.0956201291318368
NC_029516.1	474638	474639	0.34743963908601
NC_029516.1	474646	474647	0.268593793655222
NC_029516.1	474652	474653	0.215879394063061
NC_029516.1	474661	474662	0.711665850193349
NC_029516.1	474689	474690	0.0729266135138574
NC_029516.1	474700	474701	0.514824227075982
NC_029516.1	474719	474720	0.205796157271757
NC_029516.1	475378	475379	0.461035408018299
NC_029516.1	475388	475389	0.748223140028295
NC_029516.1	475396	475397	0.947520314506249
NC_029516.1	475422	475423	0.339671768979215
NC_029516.1	475426	475427	0.311067494604083
NC_029516.1	475961	475962	0.0971175193699349
NC_029516.1	475967	475968	0.434759632579926
NC_029516.1	475978	475979	0.273695947132317
NC_029516.1	476003	476004	0.672571199943263
NC_029516.1	476017	476018	0.622071278459018
NC_029516.1	476021	476022	0.702308735908046
NC_029516.1	476027	476028	0.861120321416824
NC_029516.1	493737	493738	0.438455496027347
NC_029516.1	493744	493745	0.45057384535309
NC_029516.1	521566	521567	0.344617062205245
NC_029516.1	521848	521849	0.596599264224991
NC_029516.1	521849	521850	0.188561311989061
NC_029516.1	521863	521864	0.0162890425736688
NC_029516.1	521864	521865	0.0656505663910653
NC_029516.1	521914	521915	0.873737154015838
NC_029516.1	521915	521916	0.914056452729764
NC_029516.1	548953	548954	0.132886912136241
NC_029516.1	583817	583818	0.976186459919865
NC_029516.1	623761	623762	0.0421274082317892
NC_029516.1	664420	664421	0.434398945938283
NC_029516.1	664428	664429	0.409851432657468
NC_029516.1	664436	664437	0.586436799295896
NC_029516.1	664459	664460	0.871286133048784
NC_029516.1	664473	664474	0.728757432273273
NC_029516.1	684600	684601	0.00425234160601452
NC_029516.1	684605	684606	0.220685917537593
NC_029516.1	684612	684613	0.114058292706433
NC_029516.1	684626	684627	0.730128583556673
NC_029516.1	684628	684629	0.173733802302195
NC_029516.1	684635	684636	0.0385714934357809
NC_029516.1	684636	684637	0.540256744976882
NC_029516.1	684641	684642	0.993140710724853
NC_029516.1	684642	684643	0.374312336670306
NC_029516.1	684659	684660	0.000332500117545385
NC_029516.1	684660	684661	0.420615336641967
NC_029516.1	688289	688290	0.385227659780529
NC_029516.1	688301	688302	0.221162845427918
NC_029516.1	688311	688312	0.408223617799962
NC_029516.1	688349	688350	0.959948918616516
NC_029516.1	692295	692296	0.403863653088078
NC_029516.1	692329	692330	0.282174164915343
NC_029516.1	692362	692363	2.97013838482789e-05
NC_029516.1	708921	708922	0.840883081568888
NC_029516.1	708929	708930	0.142598494991447
NC_029516.1	708932	708933	0.385357840350601
NC_029516.1	708950	708951	0.951833451726859
NC_029516.1	708974	708975	0.260956080170565
NC_029516.1	708975	708976	0.572408399642962
NC_029516.1	708983	708984	0.291455617591927
NC_029516.1	708984	708985	0.234887817724984
NC_029516.1	708994	708995	0.65255802333043
NC_029516.1	708995	708996	0.288212945769483
NC_029516.1	709000	709001	0.568711315425495
NC_029516.1	709001	709002	0.0948776134953142
NC_029516.1	709004	709005	0.58788257460721
NC_029516.1	709005	709006	0.992389566201703
NC_029516.1	709007	709008	0.952844290316681
NC_029516.1	709008	709009	0.528220738523858
NC_029516.1	709029	709030	0.140247023266771
NC_029516.1	709032	709033	0.622559047986912
NC_029516.1	709042	709043	0.625688690896796
NC_029516.1	709052	709053	0.413820052461882
NC_029516.1	709061	709062	0.24979572206111
NC_029516.1	714656	714657	0.340001494934493
NC_029516.1	714689	714690	0.470102964221418
NC_029516.1	714690	714691	0.437783859606387
NC_029516.1	714707	714708	0.181412632713519
NC_029516.1	714708	714709	0.31182645103278
NC_029516.1	714736	714737	0.301169185645077
NC_029516.1	714738	714739	0.0448369729645643
NC_029516.1	714750	714751	0.846940571414845
NC_029516.1	714751	714752	0.322155476693448
NC_029516.1	723197	723198	0.397602994015048
NC_029516.1	723205	723206	0.786428850028576
NC_029516.1	723221	723222	0.240376645548967
NC_029516.1	723233	723234	0.120229138877624
NC_029516.1	723236	723237	0.141166344128874
NC_029516.1	723249	723250	0.68317810809101
NC_029516.1	723257	723258	0.336903590117465
NC_029516.1	723260	723261	0.582390725047236
NC_029516.1	724892	724893	0.653814927335152
NC_029516.1	748221	748222	0.418245577523538
NC_029516.1	758877	758878	0.226530740767348
NC_029516.1	772569	772570	0.234528242811956
NC_029516.1	772596	772597	0.185123348851175
NC_029516.1	873063	873064	0.937753741697033
NC_029516.1	873134	873135	0.0416255502790557
NC_029516.1	878168	878169	0.0658795629634082
NC_029516.1	881164	881165	0.647694982755058
NC_029516.1	881171	881172	0.89532346582876
NC_029516.1	881192	881193	0.241348395698238
NC_029516.1	881249	881250	0.832857124781999
NC_029516.1	954308	954309	0.822260163989381
NC_029516.1	954353	954354	0.467198443675149
NC_029516.1	954354	954355	0.0612300216852004
NC_029516.1	954355	954356	0.00426822472921324
NC_029516.1	1133693	1133694	0.674888911971582
NC_029516.1	1133696	1133697	0.136877825624818
NC_029516.1	1133774	1133775	0.991961643337282
NC_029516.1	1133781	1133782	0.275217620876297
NC_029516.1	1133789	1133790	0.835126983106302
NC_029516.1	1206512	1206513	0.061657280902645
NC_029516.1	1206521	1206522	0.966342284298531
NC_029516.1	1206565	1206566	0.951976676931427
NC_029516.1	1579066	1579067	0.654109806658864
NC_029516.1	1579337	1579338	0.95290333171684
NC_029516.1	1579371	1579372	0.821669360740552
NC_029516.1	1579477	1579478	0.951362577228252
NC_029516.1	1579510	1579511	0.667804922825359
NC_029516.1	1579533	1579534	0.208021807216445
NC_029516.1	1579564	1579565	0.0380829463894947
NC_029516.1	1579585	1579586	0.0460256175451365
NC_029516.1	1579586	1579587	0.745891597691955
NC_029516.1	1579611	1579612	0.0216332633573114
NC_029516.1	1579645	1579646	0.571560711837046
NC_029516.1	1591979	1591980	0.478978496769405
NC_029516.1	1592008	1592009	0.380397550117127
NC_029516.1	1592064	1592065	0.203047862617162
NC_029516.1	1597586	1597587	0.0248625233040339
NC_029516.1	1597622	1597623	0.786524694794724
NC_029516.1	1597646	1597647	0.00286693926490443
NC_029516.1	1602857	1602858	0.457886325093015
NC_029516.1	1602898	1602899	0.662413307352112
NC_029516.1	1602921	1602922	0.918938678016457
NC_029516.1	1602922	1602923	0.280518857291268
NC_029516.1	1602951	1602952	0.0754269504900911
NC_029516.1	1602985	1602986	0.421918506966152
NC_029516.1	1602986	1602987	0.906941816818521
NC_029516.1	1605566	1605567	0.0986323600068013
NC_029516.1	1605656	1605657	0.154436570729963
NC_029516.1	1785274	1785275	0.285709408429623
NC_029516.1	1785358	1785359	0.943849330643955
NC_029516.1	1785363	1785364	0.82851820160005
NC_029516.1	2028505	2028506	0.0585589750094544
NC_029516.1	2028508	2028509	0.257844746607725
NC_029516.1	2028547	2028548	0.738618446993429
NC_029516.1	2050236	2050237	0.637118006749486
NC_029516.1	2050237	2050238	0.396060662707305
NC_029516.1	2050250	2050251	0.465720979865252
NC_029516.1	2050254	2050255	0.149944087414941
NC_029516.1	2050255	2050256	0.198505160916347
NC_029516.1	2050915	2050916	0.105637899191204
NC_029516.1	2050935	2050936	0.72890022012785
NC_029516.1	2050961	2050962	0.590721779990841
NC_029516.1	2050995	2050996	0.426488145614439
NC_029516.1	2157910	2157911	0.0598277560370801
NC_029516.1	2425853	2425854	0.507339680014867
NC_029516.1	2425854	2425855	0.489441246690929
NC_029516.1	2425867	2425868	0.581194707662507
NC_029516.1	2537699	2537700	0.534106066535462
NC_029516.1	2537728	2537729	0.660800280354296
NC_029516.1	2537767	2537768	0.121831992476955
NC_029516.1	2537794	2537795	0.487053848365476
NC_029516.1	2540708	2540709	0.681885650604921
NC_029516.1	2545075	2545076	0.148538107020687
NC_029516.1	2545189	2545190	0.226558677846054
NC_029516.1	2704562	2704563	0.585993504502026
NC_029516.1	2704628	2704629	0.814773001450165
NC_029516.1	2704649	2704650	0.729648599930714
NC_029516.1	2764907	2764908	0.24391852653675
NC_029516.1	2905354	2905355	0.655586553064555
NC_029516.1	2905396	2905397	0.266061246980494
NC_029516.1	2905430	2905431	0.721452761562932
NC_029516.1	2905448	2905449	0.150400014460678
NC_029516.1	2931445	2931446	0.164586535502387
NC_029516.1	2947284	2947285	0.454239773865212
NC_029516.1	2947294	2947295	0.580571452239423
NC_029516.1	2947307	2947308	0.842074649497098
NC_029516.1	2947312	2947313	0.377875563253511
NC_029516.1	2947348	2947349	0.688462814517227
NC_029516.1	2947456	2947457	0.163136548264877
NC_029516.1	2947458	2947459	0.952599915527589
NC_029516.1	2947484	2947485	0.823476957940116
NC_029516.1	3168869	3168870	0.054407350066621
NC_029516.1	3168870	3168871	0.496276061487538
NC_029516.1	3579138	3579139	0.44556657385697
NC_029516.1	3614244	3614245	0.832728419139928
NC_029516.1	3614319	3614320	0.80329271572657
NC_029516.1	3732300	3732301	0.0113719968005446
NC_029516.1	3732302	3732303	0.755517996628056
NC_029516.1	3732340	3732341	0.87210946146571
NC_029516.1	3732355	3732356	0.980803463825608
NC_029516.1	3741960	3741961	0.715730270214334
NC_029516.1	3805383	3805384	0.0609309222026988
NC_029516.1	3805384	3805385	0.156008097504289
NC_029516.1	3805398	3805399	0.837384093826251
NC_029516.1	3805404	3805405	0.730251252202597
NC_029516.1	3805405	3805406	0.224922769661676
NC_029516.1	3805420	3805421	0.512316240757941
NC_029516.1	3805421	3805422	0.497101464058117
NC_029516.1	3805436	3805437	0.0328034700374892
NC_029516.1	3805437	3805438	0.980634308063032
NC_029516.1	3805443	3805444	0.404420188592736
NC_029516.1	3828259	3828260	0.741829895342951
NC_029516.1	3828266	3828267	0.120522921691392
NC_029516.1	3828278	3828279	0.627177750497374
NC_029516.1	3828280	3828281	0.514778956769457
NC_029516.1	3832420	3832421	0.472115398579867
NC_029516.1	3832430	3832431	0.762994538705269
NC_029516.1	3832435	3832436	0.141382982057372
NC_029516.1	3832444	3832445	0.116572198705219
NC_029516.1	3840253	3840254	0.50259031489355
NC_029516.1	3840263	3840264	0.0320840330126203
NC_029516.1	3840274	3840275	0.119389833153634
NC_029516.1	3840293	3840294	0.0371283057906763
NC_029516.1	3840346	3840347	0.00404762852511657
NC_029516.1	3840349	3840350	0.0087821305618397
NC_029516.1	3840398	3840399	0.442199577020343
NC_029516.1	3840412	3840413	0.177737837230558
NC_029516.1	3840433	3840434	0.284506008081955
NC_029516.1	3840457	3840458	0.269251951253996
NC_029516.1	3840703	3840704	0.0505581585995148
NC_029516.1	3840709	3840710	0.0302239682284112
NC_029516.1	3840722	3840723	0.0387882040806389
NC_029516.1	3840738	3840739	0.465394688905314
NC_029516.1	4406763	4406764	0.851674839406992
NC_029516.1	4675148	4675149	0.192480516076373
NC_029516.1	4675231	4675232	0.0535874764817075
NC_029516.1	5033687	5033688	0.300627754483448
NC_029516.1	5954661	5954662	0.555025140666896
NC_029516.1	5954703	5954704	0.257084956393335
NC_029516.1	5954715	5954716	0.190307785179797
NC_029516.1	6253415	6253416	0.581523791135455
NC_029516.1	6253432	6253433	0.736808398712825
NC_029516.1	6253437	6253438	0.73115407336826
NC_029516.1	6253443	6253444	0.831683556985353
NC_029516.1	6253444	6253445	0.256995821731298
NC_029516.1	6253453	6253454	0.870110570813562
NC_029516.1	6253454	6253455	0.0887891014362752
NC_029516.1	6253455	6253456	0.640014099108765
NC_029516.1	6253456	6253457	0.228786399699814
NC_029516.1	6253464	6253465	0.87143642754864
NC_029516.1	6253465	6253466	0.245786773046199
NC_029516.1	6253469	6253470	0.266070041295881
NC_029516.1	6253470	6253471	0.208040009034897
NC_029516.1	6253482	6253483	0.384004461288615
NC_029516.1	6253483	6253484	0.301008178835206
NC_029516.1	6253492	6253493	0.130203027079403
NC_029516.1	6253493	6253494	0.322563776627513
NC_029516.1	6253495	6253496	0.461464581485267
NC_029516.1	6253496	6253497	0.452869972583925
NC_029516.1	6253503	6253504	0.881062442869101
NC_029516.1	6253504	6253505	0.11952437776068
NC_029516.1	6253514	6253515	0.201651742563484
NC_029516.1	6253515	6253516	0.877994860935847
NC_029516.1	6253523	6253524	0.472235375387335
NC_029516.1	6253544	6253545	0.637576202338129
NC_029516.1	6253564	6253565	0.516037606090215
NC_029516.1	6253580	6253581	0.470569922157026
NC_029516.1	6253599	6253600	0.268412443603327
NC_029516.1	6253602	6253603	0.424877828609146
NC_029516.1	6253612	6253613	0.716167547844378
NC_029516.1	6253632	6253633	0.447991468585563
NC_029516.1	6253646	6253647	0.321426083085505
NC_029516.1	6253652	6253653	0.223268187329987
NC_029516.1	6253667	6253668	0.723077547043646
NC_029516.1	6253673	6253674	0.629869573492596
NC_029516.1	6253675	6253676	0.590667971487908
NC_029516.1	6253680	6253681	0.710599278711298
NC_029516.1	6253739	6253740	0.531272921671762
NC_029516.1	6373223	6373224	0.727821199797314
NC_029516.1	6377547	6377548	0.770419650086817
NC_029516.1	6377591	6377592	0.457013524127439
NC_029516.1	6377596	6377597	0.211659082847863
NC_029516.1	6377600	6377601	0.0261928314298567
NC_029516.1	6377620	6377621	0.36092510606501
NC_029516.1	6377639	6377640	0.626356801803742
NC_029516.1	6656758	6656759	0.938556808611934
NC_029516.1	6658090	6658091	0.571476540955395
NC_029516.1	6909911	6909912	0.198785980845831
NC_029516.1	7438099	7438100	0.553377508077875
NC_029516.1	7438166	7438167	0.996474420233931
NC_029516.1	7521706	7521707	0.830084057285571
NC_029516.1	7521725	7521726	0.818785734223035
NC_029516.1	7521726	7521727	0.50288715577233
NC_029516.1	7521779	7521780	0.132094797875413
NC_029516.1	7521780	7521781	0.258490386762099
NC_029516.1	7626333	7626334	0.607114260633287
NC_029516.1	8685431	8685432	0.429447579797201
NC_029516.1	8685902	8685903	0.179102511677278
NC_029516.1	8685921	8685922	0.651618909685451
NC_029516.1	8685925	8685926	0.902540535495347
NC_029516.1	8685933	8685934	0.200913669235479
NC_029516.1	8685967	8685968	0.802878741725576
NC_029516.1	8685975	8685976	0.811734542102495
NC_029516.1	8685977	8685978	0.526757324957001
NC_029516.1	8685985	8685986	0.531098626236154
NC_029516.1	8685987	8685988	0.619819677890308
NC_029516.1	8685996	8685997	0.00711700536129066
NC_029516.1	8685997	8685998	0.087902116174406
NC_029516.1	8686002	8686003	0.769820618318047
NC_029516.1	8686010	8686011	0.926468977031703
NC_029516.1	8686029	8686030	0.195722359062938
NC_029516.1	8735937	8735938	0.867715910880174
NC_029516.1	8735940	8735941	0.991319214921733
NC_029516.1	8735975	8735976	0.101236747702677
NC_029516.1	8735976	8735977	0.814974341915361
NC_029516.1	8736059	8736060	0.166232510317972
NC_029516.1	9275921	9275922	0.0995597300783087
NC_029516.1	9564681	9564682	0.739058149236872
NC_029516.1	9564768	9564769	0.320657710796222
NC_029516.1	10512265	10512266	0.786589771132873
NC_029516.1	10600875	10600876	0.912845288978421
NC_029516.1	11204359	11204360	0.430151942942089
NC_029516.1	11204455	11204456	0.921095118653263
NC_029516.1	11255186	11255187	0.166239943725082
NC_029516.1	11602604	11602605	0.140333604637636
NC_029516.1	11627690	11627691	0.822786842483802
